timestamp,accelerometer,accel_x,accel_y,accel_z,gyroscope,gyro_x,gyro_y,gyro_z,magnetometer,magnet_x,magnet_y,magnet_z
790840.196,3,-0.349,-0.177,10.127,4,0,0,0,5,-5.553,-0.334,-5.681
790840.2537,3,-0.346,-0.178,10.126,4,0,0,-0.001,5,-4.961,0.011,-6.335
790840.3113,3,-0.345,-0.179,10.128,4,0,0,0,5,-6.624,0.056,-6.097
790840.3689,3,-0.357,-0.175,10.121,4,0,0,0,,,,
790840.4265,3,-0.345,-0.178,10.125,4,0,0,0,5,-5.894,0.829,-6.134
790840.4841,3,-0.352,-0.173,10.125,4,0,0,-0.001,5,-6.206,-0.822,-6.778
790840.5418,3,-0.353,-0.178,10.126,4,0,0,0.001,,,,
790840.5994,3,-0.353,-0.172,10.122,4,0,0,0,5,-5.275,-0.702,-6.708
790840.657,3,-0.354,-0.177,10.126,4,0,0,0,5,-5.161,-1.039,-6.927
790840.7146,3,-0.349,-0.176,10.126,4,0,0,0,5,-5.824,0.478,-5.85
790840.7723,3,-0.349,-0.177,10.128,4,0,0,0,,,,
790840.8299,3,-0.353,-0.179,10.128,4,0,0,0,5,-5.284,-0.015,-6.572
790840.8875,3,-0.35,-0.175,10.122,4,0,0,0,5,-5.884,-0.044,-6.23
790840.9451,3,-0.346,-0.174,10.129,4,0,0,0,,,,
790841.0028,3,-0.351,-0.172,10.127,4,0,0,0,5,-6.633,0.549,-5.769
790841.0604,3,-0.354,-0.175,10.127,4,0,0,0,5,-6.554,-0.177,-7.445
790841.118,3,-0.351,-0.175,10.13,4,0,0,0,5,-5.936,0.713,-6.981
790841.1756,3,-0.355,-0.178,10.126,4,0,0,0,,,,
790841.2333,3,-0.349,-0.176,10.132,4,0,0,0,5,-6.779,1.807,-7.831
790841.2909,3,-0.35,-0.176,10.129,4,0,0,0,5,-5.632,1.125,-8.255
790841.3485,3,-0.357,-0.179,10.13,4,0,0,0,,,,
790841.4061,3,-0.354,-0.178,10.128,4,0,0,0,5,-7.681,-0.676,-7.416
790841.4638,3,-0.346,-0.175,10.128,4,0,0,0,5,-6.75,0.381,-7.019
790841.5214,3,-0.353,-0.177,10.126,4,0,0,0,5,-5.321,-0.652,-7.732
790841.579,3,-0.349,-0.179,10.128,4,0,0,0,5,-4.794,2.292,-8.022
790841.6366,3,-0.345,-0.175,10.127,4,0,0,0,5,-6.117,-0.043,-7.539
790841.6943,3,-0.345,-0.176,10.126,4,0,0,0,5,-6.07,1.877,-7.55
790841.7519,3,-0.356,-0.175,10.122,4,0,0,0,,,,
790841.8095,3,-0.355,-0.176,10.129,4,0,0,0,5,-6.296,-0.441,-7.298
790841.8671,3,-0.354,-0.176,10.127,4,0,0,0,5,-6.94,0.713,-6.953
790841.9247,3,-0.35,-0.177,10.13,4,0,0,0,5,-6.815,-0.864,-6.087
790841.9824,3,-0.353,-0.173,10.126,4,0,0,0,5,-6.474,0.092,-7.297
790842.04,3,-0.356,-0.179,10.126,4,0,0,0,5,-6.694,0.395,-8.055
790842.0976,3,-0.349,-0.178,10.13,4,0,0,0,5,-6.694,0.665,-8.36
790842.1552,3,-0.351,-0.172,10.133,4,0,0,0,,,,
790842.2128,3,-0.353,-0.174,10.129,4,0,0,0,5,-6.804,1.036,-8.241
790842.2705,3,-0.356,-0.18,10.129,4,0,0,0,5,-5.478,0.822,-7.484
790842.3281,3,-0.348,-0.18,10.129,4,0,0,0,5,-6.209,0.511,-6.836
790842.3857,3,-0.357,-0.177,10.127,4,0,0,0,5,-6.294,0.883,-8.469
790842.4433,3,-0.351,-0.174,10.127,4,0,0,0,5,-6.035,-0.211,-8.018
790842.501,3,-0.354,-0.176,10.133,4,0,0.001,0,5,-5.551,0.345,-8.18
790842.5586,3,-0.353,-0.177,10.126,4,0,0,0,,,,
790842.6162,3,-0.355,-0.175,10.124,4,0,0,0,5,-5.901,1.198,-6.544
790842.6738,3,-0.357,-0.181,10.126,4,0,0,0,5,-5.31,0.487,-8.472
790842.7315,3,-0.355,-0.175,10.128,4,0,0,0,5,-7.166,0.397,-8.063
790842.7891,3,-0.351,-0.171,10.128,4,0,0,0,5,-6.34,0.711,-7.668
790842.8467,3,-0.349,-0.177,10.126,4,0,0,0.001,5,-6.421,-0.134,-8.104
790842.9044,3,-0.348,-0.176,10.127,4,0,0,0,5,-6.087,0.575,-7.312
790842.962,3,-0.351,-0.176,10.13,4,0,0,0,,,,
790843.0196,3,-0.354,-0.173,10.126,4,0,0,0,5,-6.285,1.234,-7.384
790843.0772,3,-0.351,-0.174,10.131,4,0,0,0,5,-5.742,1.099,-7.239
790843.1348,3,-0.354,-0.175,10.126,4,0,0,0,5,-5.753,1.924,-6.985
790843.1925,3,-0.351,-0.179,10.133,4,0,0,0,5,-5.914,0.456,-8.992
790843.2501,3,-0.353,-0.176,10.127,4,0,0,0,5,-6.541,-0.256,-6.413
790843.3077,3,-0.353,-0.175,10.133,4,0,0,0,5,-5.411,1.52,-7.813
790843.3653,3,-0.351,-0.18,10.13,4,0,0,0,,,,
790843.423,3,-0.355,-0.174,10.128,4,0,0,0,5,-5.641,0.967,-7.158
790843.4806,3,-0.354,-0.177,10.13,4,0,0,0,5,-6.345,-0.681,-6.758
790843.5382,3,-0.352,-0.179,10.122,4,0,0,0,,,,
790843.5958,3,-0.353,-0.176,10.134,4,0,0,0,5,-5.574,0.928,-7.553
790843.6535,3,-0.353,-0.175,10.131,4,0,0,0,5,-6.352,0.012,-8.427
790843.7111,3,-0.354,-0.177,10.132,4,0,0,0,5,-6.587,1.25,-8.206
