timestamp,accelerometer,accel_x,accel_y,accel_z,gyroscope,gyro_x,gyro_y,gyro_z,magnetometer,magnet_x,magnet_y,magnet_z
790843.7687,3,-0.354,-0.173,10.13,4,0,0,0,,,,
790843.8263,3,-0.351,-0.178,10.128,4,0,0,0,5,-5.954,0.798,-7.373
790843.884,3,-0.352,-0.174,10.131,4,0,0,0,5,-7.172,0.471,-7.443
790843.9416,3,-0.348,-0.175,10.136,4,0,0,0,,,,
790843.9992,3,-0.353,-0.177,10.126,4,0,0,0,5,-6.459,0.114,-7.309
790844.0568,3,-0.349,-0.176,10.126,4,0,0,0.001,5,-6.224,0.705,-6.746
790844.1145,3,-0.35,-0.18,10.123,4,0,0,0,5,-5.383,0.191,-6.985
790844.1721,3,-0.351,-0.179,10.133,4,0,0,0,,,,
790844.2297,3,-0.353,-0.183,10.126,4,0,0,0,5,-6.995,0.278,-7.283
790844.2873,3,-0.354,-0.175,10.129,4,0,0,0,5,-5.991,0.882,-8.205
790844.345,3,-0.35,-0.173,10.124,4,0,0,0,,,,
790844.4026,3,-0.352,-0.176,10.131,4,0,0,0,5,-5.803,0.026,-7.607
790844.4602,3,-0.353,-0.175,10.126,4,0,0,0,5,-5.571,0.104,-7.686
790844.5178,3,-0.352,-0.178,10.132,4,0,0.001,0,5,-6.667,-1.123,-6.424
790844.5755,3,-0.35,-0.176,10.126,4,0,0,0,,,,
790844.6331,3,-0.354,-0.175,10.129,4,0,0,0,5,-6.754,-0.999,-8.551
790844.6907,3,-0.353,-0.179,10.128,4,0,0,0,5,-6.174,0.342,-6.592
790844.7483,3,-0.357,-0.176,10.133,4,0,0,0,,,,
790844.8059,3,-0.356,-0.177,10.132,4,0,0,0,5,-6.143,-0.365,-6.409
790844.8636,3,-0.356,-0.177,10.132,4,0,0,0,5,-6.267,-0.473,-6.77
790844.9212,3,-0.356,-0.178,10.123,4,0,0,0,5,-6.548,0.372,-7.628
790844.9788,3,-0.352,-0.174,10.127,4,0,0,0,5,-6.268,1.021,-8.842
790845.0364,3,-0.353,-0.175,10.126,4,0,0,0,5,-5.37,-0.029,-7.26
790845.094,3,-0.354,-0.178,10.129,4,0,0,0,5,-5.432,-0.41,-6.699
790845.1517,3,-0.354,-0.18,10.122,4,0,0,0,,,,
790845.2093,3,-0.343,-0.179,10.133,4,0,0,0,5,-4.947,-0.073,-7.404
790845.2669,3,-0.352,-0.176,10.126,4,0,0,0,5,-6.108,0.891,-7.503
790845.3245,3,-0.349,-0.173,10.126,4,0,0,0,5,-6.961,0.977,-8.038
790845.3822,3,-0.351,-0.178,10.129,4,0,0,0,5,-5.272,1.07,-6.947
790845.4398,3,-0.351,-0.178,10.13,4,0,0,0,5,-7.333,0.52,-7.669
790845.4974,3,-0.351,-0.178,10.126,4,0,0,0,5,-6.186,-0.241,-8.771
790845.555,3,-0.352,-0.178,10.133,4,0,0.001,0,,,,
790845.6127,3,-0.349,-0.174,10.125,4,0,0,0,5,-6.433,1.659,-8.754
790845.6703,3,-0.351,-0.177,10.13,4,0,0,0,5,-5.742,-0.087,-8.363
790845.7279,3,-0.35,-0.176,10.131,4,0,0,0,5,-5.286,0.261,-8.972
790845.7855,3,-0.353,-0.179,10.131,4,0,0,0,5,-5.49,1.03,-8.369
790845.8432,3,-0.349,-0.177,10.129,4,0,0,0,5,-5.779,2.444,-8.04
790845.9008,3,-0.351,-0.18,10.128,4,0,0,-0.001,5,-6.087,1.385,-8.934
790845.9584,3,-0.355,-0.179,10.127,4,0,0,0,,,,
790846.016,3,-0.353,-0.177,10.127,4,0,0,0,5,-5.789,1.622,-8.324
790846.0737,3,-0.358,-0.178,10.128,4,0,0,0,5,-5.518,-0.49,-7.52
790846.1313,3,-0.353,-0.175,10.135,4,-0.001,0,0,5,-5.754,-0.012,-7.895
790846.1889,3,-0.35,-0.176,10.133,4,0,0,0,5,-6.114,-0.06,-8.328
790846.2465,3,-0.352,-0.179,10.13,4,0,0,0,5,-6.563,0.397,-7.262
790846.3042,3,-0.357,-0.179,10.129,4,0.001,0,0,5,-4.791,1.645,-8.154
790846.3618,3,-0.347,-0.175,10.134,4,0,0,0,,,,
790846.4194,3,-0.353,-0.177,10.129,4,0,0,0,5,-5.354,0.911,-7.784
790846.477,3,-0.348,-0.178,10.129,4,0,0,0,5,-6.299,0.215,-7.936
790846.5346,3,-0.361,-0.175,10.128,4,0,0,0,5,-5.324,-0.934,-7.375
790846.5923,3,-0.351,-0.177,10.129,4,0,0,0,5,-5.026,1.675,-8.189
790846.6499,3,-0.349,-0.177,10.13,4,0,0,0,5,-6.412,1.228,-8.504
790846.7075,3,-0.35,-0.174,10.132,4,0,0,0,5,-6.038,0.334,-8.82
790846.7651,3,-0.35,-0.176,10.13,4,0,0,0,,,,
790846.8227,3,-0.353,-0.175,10.132,4,0,0,0,5,-7.343,1.755,-9.517
790846.8804,3,-0.353,-0.175,10.129,4,0,0,0,5,-7.709,0.354,-7.979
790846.938,3,-0.354,-0.175,10.13,4,0,0.001,0,,,,
790846.9956,3,-0.352,-0.175,10.13,4,0,0,0,5,-6.229,1.567,-8.156
790847.0532,3,-0.354,-0.178,10.128,4,0,0.001,0,5,-5.893,-0.708,-7.114
790847.1109,3,-0.348,-0.179,10.131,4,0,0.001,0,5,-5.634,-0.043,-8.803
790847.1685,3,-0.36,-0.179,10.13,4,0,0,0,,,,
790847.2261,3,-0.353,-0.179,10.133,4,0,0,0,5,-6,0.516,-8.888
790847.2837,3,-0.354,-0.178,10.132,4,0,0.001,0,5,-6.439,1.154,-7.704
790847.3414,3,-0.354,-0.178,10.13,4,0,0,0,,,,
790847.399,3,-0.351,-0.176,10.13,4,0,0,0,5,-5.942,0.008,-9.024
790847.4566,3,-0.349,-0.176,10.129,4,0.001,0,0,5,-6.029,0.685,-7.6
790847.5142,3,-0.353,-0.179,10.127,4,0,0,0,5,-5.521,1.505,-7.733
790847.5719,3,-0.355,-0.177,10.13,4,0,0,0,,,,
790847.6295,3,-0.349,-0.172,10.129,4,0.001,0,0,5,-6.252,1.828,-7.591
790847.6871,3,-0.357,-0.178,10.13,4,0,0,0,5,-6.488,0.793,-6.792
790847.7447,3,-0.353,-0.175,10.128,4,0,0,0,,,,
790847.8024,3,-0.358,-0.177,10.13,4,0,0,0,5,-7.048,0.481,-8.008
790847.86,3,-0.354,-0.18,10.128,4,0,0,0,5,-5.794,1.175,-7.353
790847.9176,3,-0.351,-0.175,10.133,4,0,0,0,5,-5.283,2.084,-8.798
790847.9752,3,-0.349,-0.177,10.13,4,0,0,0,,,,
790848.0329,3,-0.353,-0.178,10.13,4,0,0,0,5,-6.36,-0.516,-8.794
790848.0905,3,-0.353,-0.179,10.13,4,0,0,0,5,-5.536,0.095,-9.036
790848.1481,3,-0.354,-0.173,10.13,4,0.001,0,0,,,,
790848.2057,3,-0.355,-0.176,10.133,4,0.001,0,0,5,-6.433,0.841,-7.497
790848.2633,3,-0.358,-0.172,10.127,4,0,0,0,5,-5.882,-0.801,-6.903
790848.321,3,-0.355,-0.176,10.133,4,0,0,0,5,-5.266,-0.137,-6.807
790848.3786,3,-0.353,-0.18,10.133,4,0,0,0,5,-6.355,0.203,-7.433
790848.4362,3,-0.35,-0.169,10.13,4,0,0,0,5,-5.27,0.316,-6.439
790848.4938,3,-0.353,-0.179,10.131,4,0,0,0,5,-4.95,1.288,-6.738
790848.5514,3,-0.357,-0.179,10.132,4,0,0,0,,,,
790848.6091,3,-0.353,-0.176,10.132,4,0,0,0,5,-6.67,-0.166,-7.199
790848.6667,3,-0.349,-0.175,10.131,4,0,0,0,5,-5.959,0.914,-7.793
790848.7243,3,-0.356,-0.175,10.131,4,0,0,0,5,-6.485,-0.719,-7.463
790848.7819,3,-0.354,-0.18,10.134,4,0,0,0,5,-5.667,-0.459,-6.607
790848.8396,3,-0.356,-0.175,10.128,4,0,0,0,5,-6.303,0.636,-7.393
790848.8972,3,-0.354,-0.176,10.13,4,0.001,0,0,5,-5.363,0.389,-6.755
790848.9548,3,-0.353,-0.178,10.131,4,0,0,0,,,,
790849.0124,3,-0.359,-0.179,10.128,4,0,0,0,5,-4.671,0.674,-7.204
790849.0701,3,-0.348,-0.174,10.132,4,0,0,0,5,-5.904,-0.029,-6.863
790849.1277,3,-0.349,-0.179,10.128,4,0,0,0,5,-5.933,-0.218,-5.962
790849.1853,3,-0.353,-0.176,10.128,4,0,0,0,5,-6.403,0.558,-8.662
790849.2429,3,-0.353,-0.174,10.134,4,0,0.001,0,5,-6.18,-0.67,-7.277
790849.3006,3,-0.358,-0.179,10.129,4,0,0,0,5,-4.765,0.41,-6.589
790849.3582,3,-0.354,-0.183,10.13,4,0.001,0,0,,,,
790849.4158,3,-0.354,-0.175,10.129,4,0,0,0,5,-7.787,0.966,-8.244
790849.4734,3,-0.349,-0.18,10.13,4,0,0,0,5,-6.528,0.549,-7.661
790849.5311,3,-0.352,-0.175,10.13,4,0,0.001,0,5,-6.285,-0.528,-8.795
790849.5887,3,-0.357,-0.176,10.126,4,0,0,0,5,-6.737,1.015,-7.88
790849.6463,3,-0.351,-0.175,10.134,4,0,0,0,5,-6.02,0.919,-7.039
790849.7039,3,-0.353,-0.176,10.129,4,0,0,0.001,5,-7.104,0.037,-8.731
790849.7616,3,-0.354,-0.179,10.124,4,0,0,0,,,,
790849.8192,3,-0.355,-0.176,10.13,4,0,0,0,5,-5.351,0.134,-8.659
790849.8768,3,-0.351,-0.178,10.13,4,0,0,0,5,-6.288,1.106,-8.327
790849.9344,3,-0.351,-0.176,10.13,4,0.001,0,0,,,,
790849.9921,3,-0.355,-0.174,10.127,4,0,0,0,5,-6.201,0.27,-9.084
790850.0497,3,-0.349,-0.18,10.13,4,0.001,0,0,5,-5.696,-0.165,-7.431
790850.1073,3,-0.357,-0.174,10.13,4,0,0,0,5,-6.003,0.491,-8.467
790850.1649,3,-0.353,-0.179,10.129,4,0,0,0,,,,
790850.2225,3,-0.346,-0.178,10.131,4,0,0,0,5,-7.063,0.467,-7.207
790850.2802,3,-0.353,-0.178,10.13,4,0,0,0,5,-7.265,0.136,-7.388
790850.3378,3,-0.348,-0.176,10.13,4,0,0,0,,,,
790850.3954,3,-0.353,-0.179,10.126,4,0,0.001,0,5,-6.929,0.749,-7.405
790850.453,3,-0.346,-0.179,10.131,4,0,0,0,5,-6.573,0.766,-7.848
790850.5106,3,-0.352,-0.177,10.128,4,0,0,0,5,-5.15,0.974,-7.213
790850.5683,3,-0.352,-0.175,10.137,4,0,0,0,,,,
790850.6259,3,-0.352,-0.179,10.126,4,0,0,0,5,-5.936,0.108,-6.987
790850.6835,3,-0.351,-0.179,10.133,4,0,0.001,0,5,-6.651,0.978,-7.552
790850.7411,3,-0.352,-0.177,10.13,4,0,0,0,,,,
790850.7988,3,-0.356,-0.178,10.126,4,0,0,0,5,-5.487,1.723,-8.014
790850.8564,3,-0.354,-0.177,10.13,4,0,0,0,5,-6.058,1.973,-7.057
790850.914,3,-0.355,-0.177,10.127,4,0,0,0,5,-5.447,0.844,-8.128
790850.9716,3,-0.349,-0.179,10.129,4,0,0,0,,,,
790851.0293,3,-0.353,-0.178,10.13,4,0,0,0,5,-5.814,1.016,-8.931
790851.0869,3,-0.353,-0.177,10.131,4,0,0,0,5,-6.119,1.683,-7.86
790851.1445,3,-0.347,-0.172,10.126,4,0,0,0,,,,
790851.2021,3,-0.35,-0.175,10.13,4,0,0,0,5,-5.817,1.144,-8.908
790851.2598,3,-0.355,-0.176,10.13,4,0,0,0,5,-5.93,0.502,-7.201
790851.3174,3,-0.357,-0.179,10.126,4,0.001,0,0,5,-6.361,0.726,-7.594
790851.375,3,-0.357,-0.178,10.127,4,0.001,0,0,,,,
790851.4326,3,-0.356,-0.175,10.134,4,0,0,0,5,-5.658,1.224,-8.249
790851.4903,3,-0.352,-0.177,10.128,4,0.001,0.001,0,5,-7.361,0.214,-7.051
790851.5479,3,-0.348,-0.175,10.13,4,0,0,0,,,,
790851.6055,3,-0.349,-0.175,10.125,4,0,0,0,5,-6.255,1.086,-6.592
790851.6631,3,-0.353,-0.179,10.131,4,0,0,0,5,-6.084,0.952,-7.202
790851.7208,3,-0.352,-0.175,10.133,4,0,0,0,5,-5.869,0.682,-7.475
790851.7784,3,-0.352,-0.175,10.128,4,0,0,0,5,-6.653,2.56,-8.224
790851.836,3,-0.357,-0.175,10.131,4,0,0,0,5,-6.831,1.662,-8.128
790851.8936,3,-0.354,-0.178,10.128,4,0,0,0,5,-6.903,1.059,-8.099
790851.9512,3,-0.353,-0.177,10.13,4,0,0,0,,,,
790852.0089,3,-0.356,-0.179,10.129,4,0,0,0,5,-6.169,0.769,-8.847
790852.0665,3,-0.351,-0.177,10.126,4,0,0.001,0,5,-5.476,0.195,-8.409
790852.1241,3,-0.353,-0.173,10.13,4,0,0,0,5,-6.406,0.636,-7.884
790852.1817,3,-0.353,-0.177,10.133,4,0,0,0,5,-5.702,1.082,-7.53
790852.2393,3,-0.356,-0.175,10.134,4,0,0,0,5,-4.611,0.38,-8.115
790852.297,3,-0.352,-0.174,10.128,4,0,0,0,5,-5.154,-0.529,-7.712
790852.3546,3,-0.353,-0.177,10.134,4,0,0,0,,,,
790852.4122,3,-0.354,-0.179,10.13,4,0.001,0,0,5,-5.681,0.529,-7.106
790852.4698,3,-0.356,-0.177,10.13,4,0,0,0,5,-6.177,0.249,-7.422
790852.5275,3,-0.353,-0.175,10.13,4,0,0,0,5,-5.841,0.8,-8.281
790852.5851,3,-0.352,-0.18,10.131,4,0,0,0,5,-6.383,-1.219,-6.831
790852.6427,3,-0.353,-0.175,10.135,4,0,0,0,5,-4.865,1.337,-7.419
790852.7003,3,-0.353,-0.175,10.133,4,0,0,0,5,-5.951,-0.61,-7.585
790852.758,3,-0.355,-0.179,10.129,4,0,0,0.001,,,,
790852.8156,3,-0.352,-0.18,10.132,4,0,0,0,5,-5.977,1.764,-6.679
790852.8732,3,-0.351,-0.179,10.13,4,0,0,0,5,-4.93,0.247,-6.987
790852.9308,3,-0.351,-0.179,10.132,4,0,0,0,5,-5.447,-0.197,-7.327
790852.9885,3,-0.352,-0.175,10.125,4,0,0,0,5,-6.96,0.09,-8.336
790853.0461,3,-0.357,-0.176,10.129,4,0.001,0,0,5,-5.333,0.232,-7.547
790853.1037,3,-0.353,-0.176,10.13,4,0,0,0,5,-5.27,-0.316,-7.559
790853.1613,3,-0.354,-0.174,10.135,4,0,0.001,0,,,,
790853.219,3,-0.352,-0.177,10.133,4,0,0,0,5,-5.461,0.7,-7.118
790853.2766,3,-0.357,-0.182,10.13,4,0.001,0,0,5,-5.278,0.706,-9.03
790853.3342,3,-0.355,-0.18,10.131,4,0,0,0,,,,
790853.3918,3,-0.352,-0.179,10.129,4,0,0,0,5,-5.267,0.935,-7.344
790853.4495,3,-0.353,-0.176,10.133,4,0,0,0,5,-6.615,1.373,-8.607
790853.5071,3,-0.355,-0.176,10.129,4,0,0,0,5,-6.993,0.476,-8.45
790853.5647,3,-0.351,-0.177,10.126,4,0,0,0,,,,
790853.6223,3,-0.35,-0.179,10.127,4,0,0,0,5,-7.466,0.822,-8.447
790853.6799,3,-0.353,-0.175,10.134,4,0,0,0,5,-5.455,-0.017,-8.121
790853.7376,3,-0.354,-0.179,10.132,4,0,0,0,,,,
790853.7952,3,-0.357,-0.175,10.127,4,0,0,0,5,-6.75,0.394,-9.433
790853.8528,3,-0.357,-0.177,10.128,4,0,0,0,5,-5.963,1.645,-7.652
790853.9104,3,-0.35,-0.178,10.128,4,0,0,0,5,-5.399,0.694,-7.306
790853.968,3,-0.357,-0.178,10.134,4,0,0,0,,,,
790854.0257,3,-0.353,-0.175,10.127,4,0,0,0,5,-5.438,1.703,-7.979
790854.0833,3,-0.353,-0.177,10.129,4,0,0,0,5,-7.214,1.06,-7.585
790854.1409,3,-0.355,-0.173,10.134,4,0,0,0,,,,
790854.1985,3,-0.356,-0.173,10.132,4,0,0,0,5,-6.274,0.784,-8.043
790854.2562,3,-0.358,-0.178,10.134,4,0,0,0,5,-6.204,1.384,-7.516
790854.3138,3,-0.353,-0.175,10.131,4,0,0,0,5,-6.934,0.479,-7.495
790854.3714,3,-0.353,-0.175,10.134,4,0,0,0,,,,
790854.429,3,-0.352,-0.181,10.131,4,0,0,0,5,-5.592,1.479,-7.967
790854.4867,3,-0.357,-0.177,10.131,4,0,0,0,5,-6.23,1.105,-10.089
790854.5443,3,-0.354,-0.179,10.13,4,0,0.001,0,,,,
790854.6019,3,-0.355,-0.177,10.134,4,0,0,0,5,-6.758,1.08,-7.521
790854.6595,3,-0.358,-0.18,10.127,4,0,0,0,5,-6.314,0.266,-7.445
790854.7172,3,-0.353,-0.18,10.134,4,0.001,0,0,5,-6.596,1.05,-7.492
790854.7748,3,-0.353,-0.179,10.132,4,0,0,0,,,,
790854.8324,3,-0.353,-0.178,10.134,4,0,0,0,5,-5.6,1.18,-8.333
790854.89,3,-0.353,-0.179,10.13,4,0,0,0,5,-5.942,1.839,-6.599
790854.9477,3,-0.354,-0.177,10.132,4,0,0,0,,,,
790855.0053,3,-0.355,-0.181,10.134,4,0,0,0,5,-6.082,1.041,-9.006
790855.0629,3,-0.351,-0.176,10.13,4,0,0,0,5,-5.675,1.248,-9.152
790855.1205,3,-0.353,-0.18,10.134,4,0,0,0,5,-6.427,0.806,-7.561
790855.1782,3,-0.351,-0.176,10.127,4,0,0,0,5,-6.494,-0.278,-7.596
790855.2358,3,-0.351,-0.181,10.129,4,0,0,0,5,-6.892,0.916,-7.44
790855.2934,3,-0.352,-0.175,10.124,4,0,0,0,5,-6.078,1.416,-7.919
790855.351,3,-0.356,-0.175,10.128,4,0,0,0,,,,
790855.4086,3,-0.352,-0.176,10.13,4,0,0,0,5,-6.985,0.618,-7.817
790855.4663,3,-0.355,-0.177,10.129,4,0,0,0,5,-6.746,1.074,-8.638
790855.5239,3,-0.351,-0.178,10.13,4,0,0,0,5,-6.873,1.758,-9.076
790855.5815,3,-0.357,-0.181,10.13,4,0,0,0,5,-3.664,0.705,-6.415
790855.6391,3,-0.347,-0.175,10.134,4,0,0,0,5,-5.981,1.392,-8.774
790855.6967,3,-0.351,-0.176,10.131,4,0,0,0,5,-5.905,1.79,-8.084
790855.7544,3,-0.349,-0.175,10.132,4,0,0,0,,,,
790855.812,3,-0.356,-0.176,10.13,4,0,0,0,5,-5.861,0.54,-7.936
790855.8696,3,-0.356,-0.175,10.132,4,0,0,0,5,-4.951,0.481,-7.373
790855.9272,3,-0.357,-0.179,10.13,4,0,0,0,5,-6.926,0.883,-7.545
790855.9849,3,-0.35,-0.178,10.133,4,0,0,0,5,-6.348,0.488,-7.541
790856.0425,3,-0.354,-0.177,10.131,4,0,0,0,5,-6.75,0.705,-6.61
790856.1001,3,-0.35,-0.179,10.132,4,0,0,0,5,-7.117,-0.595,-7.343
790856.1577,3,-0.353,-0.178,10.133,4,0,0,0,,,,
790856.2154,3,-0.352,-0.179,10.133,4,0,0,0,5,-6.375,-0.36,-7.542
790856.273,3,-0.355,-0.177,10.128,4,0,0,0,5,-7.054,0.809,-7.675
790856.3306,3,-0.353,-0.176,10.136,4,0,0,0,5,-5.766,0.301,-6.276
790856.3882,3,-0.349,-0.176,10.127,4,0,0,0,5,-5.544,-0.16,-6.87
790856.4459,3,-0.349,-0.179,10.129,4,0,0,0,5,-5.371,1.196,-8.363
790856.5035,3,-0.352,-0.176,10.13,4,0,0,0,5,-5.286,-0.081,-7.693
790856.5611,3,-0.357,-0.177,10.134,4,0,0,0,,,,
790856.6187,3,-0.356,-0.172,10.134,4,0,0,0,5,-6.554,-1.12,-7.745
790856.6764,3,-0.353,-0.175,10.132,4,0,0,0,5,-6.003,0.81,-8.842
790856.734,3,-0.351,-0.177,10.131,4,0,0,0,,,,
790856.7916,3,-0.349,-0.177,10.133,4,0,0,0,5,-5.106,0.648,-7.889
790856.8492,3,-0.357,-0.176,10.134,4,0,0,0,5,-6.48,0.717,-6.476
790856.9068,3,-0.353,-0.177,10.132,4,0.001,0,0,5,-5.371,0.838,-7.802
790856.9645,3,-0.353,-0.176,10.132,4,0.001,0,0,,,,
790857.0221,3,-0.35,-0.18,10.134,4,0,0,0,5,-7.141,1.558,-7.767
790857.0797,3,-0.357,-0.178,10.13,4,0.001,0,0,5,-5.219,0.531,-8.348
790857.1373,3,-0.354,-0.18,10.129,4,0,0,0,,,,
790857.195,3,-0.356,-0.178,10.135,4,0,0,0,5,-5.508,0.865,-7.178
790857.2526,3,-0.355,-0.18,10.13,4,0,0,0,5,-5.193,-0.58,-7.379
790857.3102,3,-0.353,-0.175,10.132,4,0,0,0,5,-5.724,0.38,-8.211
790857.3678,3,-0.35,-0.175,10.137,4,0,0,0,,,,
790857.4254,3,-0.353,-0.179,10.136,4,0,0,0,5,-5.319,-0.395,-8.694
790857.4831,3,-0.353,-0.176,10.135,4,0,0.001,0,5,-6.223,0.558,-7.7
790857.5407,3,-0.352,-0.176,10.136,4,0,0,0,,,,
790857.5983,3,-0.357,-0.18,10.137,4,0,0,0,5,-6.56,2,-7.579
790857.6559,3,-0.356,-0.175,10.134,4,0,0,0,5,-6.812,0.731,-7.999
790857.7135,3,-0.357,-0.183,10.128,4,0,0,0,5,-6.56,1.442,-8.061
790857.7712,3,-0.354,-0.177,10.13,4,0,0,0,,,,
790857.8288,3,-0.35,-0.178,10.136,4,0,0,0,5,-5.942,1.401,-7.857
790857.8864,3,-0.352,-0.179,10.132,4,0,0,0,5,-5.785,0.647,-8.195
790857.944,3,-0.351,-0.179,10.134,4,0,0,0,,,,
790858.0017,3,-0.357,-0.178,10.134,4,0,0,0,5,-6.029,0.618,-7.948
790858.0593,3,-0.355,-0.179,10.135,4,0.001,0,0,5,-6.004,0.262,-7.6
790858.1169,3,-0.356,-0.175,10.131,4,0,0.001,0,5,-6.242,0.56,-7.967
790858.1745,3,-0.356,-0.175,10.134,4,0,0,0,,,,
790858.2322,3,-0.354,-0.177,10.13,4,0,0,0,5,-6.27,0.29,-8.258
790858.2898,3,-0.352,-0.173,10.13,4,0,0.001,0,5,-5.371,-0.125,-6.677
790858.3474,3,-0.351,-0.173,10.131,4,0,0,0,,,,
790858.405,3,-0.352,-0.179,10.134,4,0,0,0,5,-6.067,0.497,-7.744
790858.4627,3,-0.357,-0.175,10.13,4,0,0,0,5,-7.32,0.537,-7.576
790858.5203,3,-0.357,-0.176,10.134,4,0,0,0,,,,
790858.5779,3,-0.349,-0.182,10.134,4,0,0,0,5,-6.554,0.336,-7.744
790858.6355,3,-0.355,-0.179,10.132,4,0,0,0,5,-6.107,1.772,-8.653
790858.6932,3,-0.355,-0.181,10.132,4,0.001,0,0,5,-6.496,1.839,-8.154
790858.7508,3,-0.352,-0.179,10.136,4,0,0,0,,,,
790858.8084,3,-0.356,-0.175,10.13,4,0,0,0,5,-5.858,2.238,-8.54
790858.866,3,-0.353,-0.177,10.132,4,0,0,0,5,-5.907,1.277,-8.2
790858.9237,3,-0.356,-0.18,10.131,4,0,0,0,5,-5.042,1.082,-8.339
790858.9813,3,-0.353,-0.179,10.131,4,0,0,0,5,-6.11,0.714,-9.081
790859.0389,3,-0.354,-0.175,10.133,4,0.001,0.001,0,5,-6.186,0.598,-8.191
790859.0965,3,-0.351,-0.177,10.134,4,0,0,0,5,-6.822,1.086,-7.666
790859.1542,3,-0.352,-0.179,10.13,4,0,0,0,,,,
790859.2118,3,-0.353,-0.18,10.13,4,0,0,0,5,-7.43,0.987,-7.001
790859.2694,3,-0.354,-0.175,10.131,4,0,0,0,5,-5.997,0.502,-7.693
790859.327,3,-0.353,-0.178,10.138,4,0,0,0,5,-6.136,1.672,-8.008
790859.3846,3,-0.356,-0.178,10.129,4,0,0,0,5,-7.437,1.183,-7.957
790859.4423,3,-0.352,-0.183,10.135,4,0,0,0,5,-6.798,0.836,-7.117
790859.4999,3,-0.355,-0.176,10.136,4,0,0,0,,,,
790859.5575,3,-0.353,-0.18,10.129,4,0.001,0.001,0,5,-6.624,1.181,-8.862
790859.6151,3,-0.354,-0.176,10.134,4,0.001,0,0,5,-7.214,0.439,-7.381
790859.6727,3,-0.354,-0.178,10.133,4,0.001,0,0,5,-6.268,0.938,-7.307
790859.7304,3,-0.352,-0.175,10.134,4,0,0.001,0,5,-5.603,0.435,-8.101
790859.788,3,-0.36,-0.178,10.129,4,0,0,0,5,-6.897,1.065,-7.791
790859.8456,3,-0.353,-0.176,10.13,4,0,0,0,5,-7.474,1.289,-7.454
790859.9032,3,-0.353,-0.18,10.135,4,0,0,0,5,-6.74,1.646,-7.458
790859.9609,3,-0.356,-0.177,10.135,4,0.001,0,0,,,,
790860.0185,3,-0.351,-0.174,10.132,4,0,0,0,5,-6.039,1.373,-9.383
790860.0761,3,-0.353,-0.178,10.129,4,0.001,0,0,5,-6.169,-0.098,-6.964
790860.1337,3,-0.35,-0.175,10.131,4,0,0,0,,,,
790860.1914,3,-0.357,-0.179,10.134,4,0,0.001,0,5,-5.714,1.939,-7.785
790860.249,3,-0.354,-0.176,10.134,4,0,0.001,0,5,-6.496,2.559,-8.481
790860.3066,3,-0.356,-0.177,10.13,4,0,0,0,5,-7.047,3.094,-8.076
790860.3642,3,-0.355,-0.176,10.133,4,0,0,0,,,,
790860.4219,3,-0.354,-0.172,10.138,4,0,0,0,5,-6.438,1.453,-7.678
790860.4795,3,-0.356,-0.173,10.134,4,0,0,0,5,-4.607,0.542,-7.22
790860.5371,3,-0.353,-0.179,10.132,4,0,0,0,,,,
790860.5947,3,-0.354,-0.175,10.132,4,0,0,0,5,-5.544,1.227,-7.039
790860.6524,3,-0.35,-0.179,10.134,4,0,0,0,5,-6.317,0.868,-6.3
790860.71,3,-0.352,-0.179,10.133,4,0.001,0,0,5,-4.752,-0.793,-6.113
790860.7676,3,-0.346,-0.18,10.131,4,0,0,0,,,,
790860.8252,3,-0.356,-0.179,10.137,4,0.001,0,0,5,-6.677,0.134,-7.181
790860.8829,3,-0.352,-0.177,10.133,4,0,0,0,5,-5.708,0.688,-8.372
790860.9405,3,-0.353,-0.182,10.13,4,0,0.001,0,,,,
790860.9981,3,-0.354,-0.175,10.13,4,0,0,0,5,-6.343,-0.087,-7.527
790861.0557,3,-0.357,-0.176,10.129,4,0.001,0,0,5,-5.363,-0.143,-7.384
790861.1133,3,-0.356,-0.175,10.133,4,0,0,0,5,-4.272,0.294,-7.187
790861.171,3,-0.349,-0.177,10.129,4,0,0,0,,,,
790861.2286,3,-0.354,-0.178,10.132,4,0,0,0,5,-5.118,1.761,-8.183
790861.2862,3,-0.353,-0.178,10.132,4,0,0,0,5,-6.061,-0.053,-7.329
790861.3438,3,-0.357,-0.178,10.135,4,0,0,0,,,,
790861.4014,3,-0.353,-0.178,10.135,4,0,0,0,5,-6.592,-0.256,-8.803
790861.4591,3,-0.357,-0.178,10.129,4,-0.001,0,0,5,-5.997,0.378,-8.104
790861.5167,3,-0.353,-0.177,10.131,4,0,0,0,5,-6.042,0.851,-6.683
790861.5743,3,-0.353,-0.177,10.135,4,0,0,0,5,-4.922,0.601,-7.872
790861.6319,3,-0.35,-0.174,10.134,4,0,0,0,5,-6.293,1.202,-8.53
790861.6896,3,-0.355,-0.179,10.131,4,0,0,0,5,-6.509,1.256,-8.203
790861.7472,3,-0.357,-0.179,10.13,4,0,0,0,,,,
790861.8048,3,-0.352,-0.174,10.129,4,0,0,0,5,-6.671,0.511,-7.698
790861.8624,3,-0.352,-0.181,10.13,4,0,0,0,5,-5.902,1.631,-7.704
790861.9201,3,-0.351,-0.177,10.128,4,0,0,0,5,-6.161,-0.098,-7.581
790861.9777,3,-0.355,-0.179,10.135,4,0,0,0,5,-6.302,1.248,-7.269
790862.0353,3,-0.354,-0.179,10.13,4,0,0,0,5,-6.218,1.601,-7.207
